plant_name,country,fuel_group,capacity_mw,latitude,longitude
Kimberly Clark Mobile - CHP Plant,USA,gas,50.0,30.7377,-88.0498
Kimberly Clark-Unit 1 2 3,USA,gas,36.3,41.5583,-73.4136
Kincaid Generation LLC,USA,coal,1319.0,39.5906,-89.4964
Kindred School,USA,oil,2.0,46.6497,-97.0095
King City Peaking,USA,gas,47.3,36.2248,-121.1246
King City Power Plant,USA,gas,133.2,36.225,-121.1278
King Cove,USA,oil,2.5999999999999996,55.0617,-162.3103
Kingfisher,USA,gas,9.1,35.8575,-97.9277
Kingman Municipal Power and Light Plant,USA,gas,19.1,37.3831,-98.0704
Kings Beach,USA,oil,15.0,39.2458,-120.0272
Kings Mountain Energy Center,USA,gas,543.9,35.2025,-81.3631
Kings Plaza Total Energy Plant (TEP),USA,gas,12.8,40.6102,-73.92
Kingsbrook Jewish Medical Center,USA,oil,1.7,40.6593,-73.9338
Kingsburg Cogen,USA,gas,36.2,36.5397,-119.5794
Kingston,USA,coal,1700.0,35.8992,-84.5194
Kinmundy,USA,gas,270.0,38.7619,-89.0128
Kivalina,USA,oil,1.1,67.7266,-164.5384
Klamath Cogeneration Plant,USA,gas,501.5,42.1739,-121.8106
Klamath Expansion Project,USA,gas,117.6,42.1727,-121.8144
Klawock Power Generation Station,USA,oil,2.5,55.5532,-133.0854
Kleen Energy Systems Project,USA,gas,693.0,41.5532,-72.5969
Knox Lee,USA,gas,427.0,32.3766,-94.6415
Knoxville Industrial,USA,oil,16.0,41.316,-93.061
Kodiak Microgrid,USA,oil,18.3,57.79,-152.397
Kotlik,USA,oil,1.4,63.0322,-163.5531
Kotzebue Hybrid,USA,oil,17.5,66.8378,-162.5569
Koyuk,USA,oil,1.1,64.9321,-161.1671
Kyger Creek,USA,coal,1086.5,38.9144,-82.1289
Kyocera America Project,USA,gas,3.8,32.8197,-117.1405
Kyrene,USA,gas,573.7,33.3556,-111.9353
L L Wilkins,USA,gas,55.2,34.1845,-90.5627
L V Sutton Combined Cycle,USA,gas,851.0,34.2831,-77.9853
LCEC Generation LLVC,USA,gas,46.5,32.9781,-103.3239
LEPA Unit No. 1,USA,gas,74.1,29.6911,-91.1928
LNG 1 & 2,USA,oil,5.2,41.5694,-72.1175
LSP-Cottage Grove LP,USA,gas,283.5,44.7956,-92.9119
LSP-Whitewater LP,USA,gas,283.5,42.8555,-88.7299
LSU Cogen,USA,gas,19.6,30.4106,-91.1814
La Crosse,USA,oil,5.5,38.5317,-99.3083
La Cygne,USA,coal,1598.9,38.3481,-94.6456
La Farge,USA,oil,1.5,43.5722,-90.6391
La Junta,USA,oil,17.2,37.9876,-103.5468
La Luz Energy Center,USA,gas,42.3,34.6161,-106.815
La Paloma Generating Plant,USA,gas,1200.0,35.2956,-119.5919
La Plata,USA,oil,3.6,40.0244,-92.4896
La Porte,USA,oil,5.4,42.3159,-92.1928
LaO Energy Systems,USA,gas,464.5,30.3186,-91.2325
Labadie,USA,coal,2389.4,38.5622,-90.8377
Lackawanna Energy Center,USA,gas,1665.0,41.4714,-75.5442
Ladysmith,USA,gas,892.5,38.0722,-77.5133
Lagoon Cogeneration Facility,USA,gas,3.0,40.9872,-111.8983
Lagoon Creek,USA,gas,1625.2000000000005,35.6578,-89.3964
Lake (WY),USA,oil,2.7,44.415,-110.5739
Lake Catherine,USA,gas,552.5,34.4341,-92.9049
Lake Charles Polymers,USA,gas,31.1,30.1966,-93.322
Lake Crystal,USA,oil,5.8,44.1069,-94.2197
Lake Forest Hospital,USA,gas,3.2,42.2542,-87.8643
Lake Hubbard,USA,gas,927.5,32.8358,-96.5458
Lake Mills,USA,oil,18.5,43.4172,-93.5322
Lake One,USA,gas,60.5,34.1772,-118.3147
Lake Park,USA,oil,4.0,43.4301,-95.3153
Lake Preston,USA,oil,24.1,44.3649,-97.3811
Lake Road (MO),USA,gas,278.4,39.7246,-94.8773
Lake Road Generating Plant,USA,gas,840.0,41.872,-71.8958
Lake Side Power Plant,USA,gas,1385.0,40.3317,-111.7542
Lakefield Junction,USA,gas,537.8,43.7984,-94.8415
Lakefield Utilities,USA,oil,3.4000000000000004,43.6742,-95.1706
Lakeside,USA,oil,5.4,39.7573,-89.6005
Lamar Power Project,USA,gas,1112.6,33.6308,-95.59
Lambie Energy Center,USA,gas,47.0,38.2216,-121.8683
Lamoni Municipal Utilities,USA,oil,10.5,40.622,-93.9326
Landis Delivery No 2,USA,oil,2.2,35.542,-80.6123
Lanesboro,USA,oil,2.5999999999999996,43.72,-91.9777
Lange Gas Turbines,USA,gas,40.0,44.1203,-103.26
Langley Gulch Power Plant,USA,gas,318.5,43.9044,-116.8197
Lansing,USA,coal,274.5,43.3359,-91.1675
Lansing BWL REO Town Plant,USA,gas,98.0,42.7197,-84.5517
Lansing Smith,USA,gas,661.5,30.2686,-85.7003
Laramie River Station,USA,coal,1710.0,42.1089,-104.8825
Laredo,USA,gas,263.6,27.5667,-99.5089
Larkspur Energy Facility,USA,gas,99.8,32.567,-116.9442
Larned,USA,oil,16.4,38.1762,-99.1
Larsen Memorial,USA,gas,133.6,28.0797,-81.9228
Las Animas,USA,oil,5.6,38.0647,-103.2159
Las Vegas Generating Station,USA,gas,358.90000000000003,36.2319,-115.1222
Lauderdale,USA,gas,1215.9,26.0686,-80.1984
Laurel,USA,gas,3.5,42.4305,-97.0908
Laurens,USA,oil,9.1,42.8486,-94.8506
Laverne Diesel Generating Plant,USA,oil,4.0,36.7106,-99.8906
Lawrence County Station,USA,gas,402.0,38.8003,-86.4511
Lawrence Energy Center,USA,coal,517.0,39.0072,-95.2692
Lawrenceburg Power  LLC,USA,gas,1232.0,39.0911,-84.8669
Lebanon Pines 1 & 2,USA,oil,5.2,41.5683,-72.2322
Lederle Laboratories,USA,gas,23.4,41.0772,-74.0181
Lee Combined Cycle Plant,USA,gas,1068.0,35.3736,-78.0894
Lee Energy Facility,USA,gas,692.0,41.8287,-89.4054
Leland Olds,USA,coal,656.0,47.2808,-101.3212
Lemon Creek,USA,oil,61.69999999999999,58.3536,-134.4953
Lenox,USA,oil,6.1000000000000005,40.88,-94.5589
Leon Creek,USA,gas,229.6,29.3525,-98.5761
Lewis & Clark,USA,coal,68.6,47.6785,-104.1566
Lewis Creek,USA,gas,542.8,30.4356,-95.5214
Lexington,USA,oil,3.6,35.7736,-80.2594
Lexington Health Center,USA,oil,1.8,35.8309,-80.2422
Liberty Electric Power Plant,USA,gas,614.0,39.8614,-75.3358
Lieberman,USA,gas,253.0,32.7047,-93.9597
Life Technologies - Pleasanton,USA,gas,1.1,37.6439,-121.8842
Life Technologies Carlsbad,USA,gas,1.1,33.1372,-117.2869
Lilly Technical Center,USA,oil,6.0,39.7475,-86.1831
Lime Creek,USA,oil,90.2,43.2481,-93.205
Limestone,USA,coal,1849.8,31.4219,-96.2525
Limon Generating Station,USA,gas,154.2,39.2038,-103.7005
Lincoln,USA,oil,10.1,39.0372,-98.153
Lincoln Combustion,USA,gas,1753.5999999999997,35.4317,-81.0347
Lincoln Generating Facility,USA,gas,692.0,41.3933,-87.9436
Lincolnton High School,USA,oil,1.8,35.4774,-81.2623
Linde Wilmington,USA,gas,31.0,33.7886,-118.2294
Linden Cogen Plant,USA,gas,974.1,40.6322,-74.2156
Litchfield,USA,oil,15.700000000000005,45.1282,-94.5352
Little Gypsy,USA,gas,1002.9,30.0051,-90.4617
Live Oak Limited,USA,gas,46.0,35.4837,-119.0298
Livingston Generating Station,USA,gas,170.1,45.0304,-84.7308
Lockheed Martin Sunnyvale,USA,gas,1.1,37.4131,-122.0281
Lockport Energy Associates LP,USA,gas,221.3,43.1619,-78.745
Lodi,USA,gas,27.4,38.1466,-121.3005
Lodi Energy Center,USA,gas,288.9,38.0881,-121.3875
Logan City,USA,gas,15.9,41.7258,-111.8433
Logan Generating Plant,USA,coal,242.3,39.7928,-75.4067
Loma Linda University Cogen,USA,gas,13.1,34.0504,-117.2484
Lon Wright,USA,coal,213.2,41.4281,-96.4623
Lone Star,USA,gas,40.0,32.9215,-94.7226
Lonesome Creek Station,USA,gas,302.5,47.7967,-103.5786
Long Beach Generation LLC,USA,gas,252.0,33.7641,-118.2248
Long Creek Waste Water Plant,USA,oil,5.1,35.3119,-81.1414
Longview Power Plant,USA,coal,807.5,39.7079,-79.959
Lordsburg Generating,USA,gas,88.0,32.3505,-108.698
Lorin Industries,USA,gas,3.2,43.2166,-86.2144
Los Angeles Refinery Wilmington,USA,gas,68.5,33.7686,-118.2867
Los Esteros Critical Energy Center,USA,gas,306.1,37.425,-121.9319
Los Medanos Energy Center,USA,gas,678.3,38.0301,-121.873
Lost Hills Cogeneration Plant,USA,gas,10.5,35.6661,-119.7669
Lost Nation,USA,oil,18.0,44.5951,-71.4944
Lost Pines 1 Power Project,USA,gas,609.0,30.1478,-97.2714
Louisa,USA,coal,811.9,41.3181,-91.0931
Louisa Generation Facility,USA,gas,509.1,38.1181,-78.2139
Louisiana 1,USA,gas,450.9,30.4922,-91.1864
Louisiana 2,USA,gas,175.0,30.4922,-91.1864
Louisiana Sugar Refining,USA,gas,6.7,30.0497,-90.6839
Louisiana Tech University Power Plant,USA,gas,7.5,32.5256,-92.6497
Low Moor,USA,oil,82.8,37.777,-79.892
Lower Mount Bethel Energy,USA,gas,651.6,40.8019,-75.1076
Loyola University Health Plant,USA,gas,10.6,41.8558,-87.8356
Luna Energy Facility,USA,gas,650.0,32.2993,-107.7834
Luverne,USA,oil,3.5,43.6544,-96.2019
Lyons,USA,oil,2.5,41.9374,-96.4668
M Street Jet,USA,oil,69.0,42.3394,-71.0314
MBS Texbook Exchange,USA,oil,2.0,38.9572,-92.3776
MCAGCC Cogen Plant,USA,gas,16.4,34.2372,-116.0542
MEPI GT Facility,USA,gas,301.5,37.2175,-88.8661
MER Queens,USA,gas,1.2,40.7345,-73.8709
MJMEUC Generating Station #1,USA,gas,13.3,39.2511,-91.6401
MMSD Jones Island Wastewater,USA,gas,31.300000000000004,43.0214,-87.9014
MNDOT Standby Generation,USA,oil,2.0,44.953,-93.1057
MPC Generating,USA,gas,386.1,33.8119,-83.6953
MPEA Energy Center,USA,oil,6.0,41.8527,-87.6185
MSC Croswell,USA,gas,1.3,43.2664,-82.6192
MSC Sebewaing,USA,coal,2.5,43.7411,-83.4472
MTHS Co-Gen Buildings,USA,gas,1.2,42.0019,-87.8522
MTSU Power Co-Gen Plant,USA,gas,5.0,35.8514,-86.365
MU Combined Heat and Power Plant,USA,gas,91.4,38.9461,-92.3328
Maalaea,USA,oil,229.79999999999995,20.8012,-156.493
Macon,USA,oil,1.0,39.7378,-92.4689
Macon Energy Center,USA,gas,10.0,39.749,-92.3845
Maddox,USA,gas,212.0,32.7142,-103.3015
Madelia,USA,gas,11.8,44.0501,-94.4178
Madison,USA,gas,692.0,39.4522,-84.4647
Madison Utilities,USA,oil,5.800000000000001,41.8298,-97.4563
Magic Valley Generating Station,USA,gas,801.0,26.3403,-98.19
Magnet Cove,USA,gas,746.0,34.4297,-92.8317
Magnolia Power Plant,USA,gas,1003.5,34.835,-89.2026
Magnolia Power Project,USA,gas,387.6,34.1786,-118.3153
Maiden Community Center,USA,oil,1.8,35.5772,-81.2081
Maimonides Medical Center,USA,oil,3.9,40.6395,-73.9988
Main Street (MI),USA,oil,6.0,43.7325,-83.4533
Maine Independence Station,USA,gas,550.2,44.8242,-68.7094
Major Oak Power,USA,coal,349.2,31.0919,-96.695
Malaga Power LLC,USA,gas,121.0,36.6697,-119.7404
Malburg,USA,gas,130.0,33.9986,-118.2219
Malden,USA,oil,15.900000000000002,36.5531,-89.9682
Manatee,USA,oil,2951.1999999999994,27.6058,-82.3456
Manchester Street,USA,gas,515.0,41.8167,-71.4042
Manchief Electric Generating Station,USA,gas,300.0,40.2171,-103.685
Mangum,USA,gas,6.699999999999999,34.8836,-99.5022
Manistique,USA,oil,4.8,45.955,-86.2563
Mankato Energy Center,USA,gas,719.0,44.1988,-94.003
Manning,USA,oil,7.9,41.9067,-95.0347
Maple Lake,USA,oil,25.0,45.2291,-94.0097
Maquoketa 1,USA,gas,24.4,42.0356,-90.665
Maquoketa 2,USA,oil,8.0,42.07,-90.66
Marathon Electric,USA,oil,1.8,44.9783,-89.6328
Marathon Generating Plant,USA,oil,11.0,24.7108,-81.0927
Marbo CT,USA,oil,16.0,13.5129,144.872
Marceline,USA,oil,8.0,39.7169,-92.9458
March Point Cogeneration,USA,gas,139.8,48.4708,-122.56
Marcus Hook Energy LP,USA,gas,836.0999999999999,39.807,-75.4216
Marion,USA,coal,422.0,37.6197,-88.9531
Mariposa Energy Project,USA,gas,199.6,37.7892,-121.6019
Marquette Energy Center,USA,gas,51.3,46.566,-87.4372
Mars Snackfood US,USA,gas,3.5,41.9171,-87.7922
Mars Wrigley Confectionery US  LLC,USA,gas,12.3,40.8625,-74.825
Marsh Landing Generating Station,USA,gas,828.0,38.0169,-121.765
Marsh Run Generation Facility,USA,gas,513.3,38.5283,-77.7681
Marshall,USA,oil,1.1,61.8782,-162.0851
Marshall (IL),USA,oil,16.900000000000002,39.3921,-87.6851
Marshall (MI),USA,gas,11.9,42.2717,-84.9411
Marshall (MN),USA,oil,18.0,44.4466,-95.7921
Marshall (MO),USA,gas,30.799999999999997,39.1228,-93.2064
Marshall (NC),USA,coal,2119.0,35.5975,-80.9658
Marshall Energy Facility,USA,gas,688.0,37.0286,-88.3958
Marshalltown,USA,gas,189.0,42.0474,-92.8594
Marshalltown Generating Station,USA,gas,705.9,42.0433,-92.8728
Marshfield Utilities Gas Plant,USA,gas,60.4,44.6347,-90.1344
Martin,USA,gas,2448.4999999999995,27.0536,-80.5628
Martin Drake,USA,coal,207.3,38.8244,-104.8333
Martin Lake,USA,coal,2379.6000000000004,32.2606,-94.5706
Martinez Refining,USA,gas,100.0,38.0169,-122.1117
Mass Inst Tech Cntrl Utilities/Cogen Plt,USA,gas,21.2,42.361,-71.0939
Massena Energy Facility,USA,gas,104.1,44.9503,-74.8928
Masspower,USA,gas,260.9,42.1575,-72.5225
Maxim,USA,gas,1.1,37.4057,-121.9494
Mayagüez,USA,gas,220.0,18.2194,-67.16
Mayo,USA,coal,763.2,36.5278,-78.8917
McCartney,USA,gas,117.8,37.2484,-93.1708
McClain Energy Facility,USA,gas,551.3,35.2977,-97.5898
McClellan (AR),USA,gas,136.0,33.5648,-92.7917
McClellan (CA),USA,gas,77.0,38.6527,-121.3933
McClure,USA,oil,142.4,37.6294,-120.9314
McCook,USA,oil,56.7,40.2214,-100.6508
McGrath,USA,oil,2.2,62.957,-155.595
McGrath Peaker,USA,gas,49.8,34.2056,-119.2469
McGregor,USA,oil,1.5,43.0237,-91.1749
McIntosh,USA,gas,810.3999999999999,32.3563,-81.1683
McIntosh (AL),USA,gas,676.0,31.2546,-88.0299
McIntosh Combined Cycle Facility,USA,gas,1376.6,32.3478,-81.1817
McKee Run,USA,gas,113.6,39.1762,-75.5466
McKittrick Cogen,USA,gas,12.0,35.3161,-119.6597
McKittrick Limited,USA,gas,46.0,35.3195,-119.662
McLeansboro,USA,oil,9.2,38.0947,-88.5413
McManus,USA,oil,560.0,31.2136,-81.5462
McMeekin,USA,gas,293.6,34.0556,-81.2172
McMinnville,USA,oil,24.0,35.705,-85.7439
McPherson 2,USA,gas,214.8,38.3634,-97.6834
McPherson 3,USA,gas,115.6,38.3893,-97.6111
McWilliams,USA,gas,654.0,31.4003,-86.4764
Mead Rumford Cogen,USA,gas,12.5,44.5465,-70.5443
Meade,USA,gas,8.2,37.2852,-100.3324
Medical Area Total Energy Plant,USA,gas,101.59999999999998,42.3368,-71.1081
Melrose,USA,oil,8.2,45.675,-94.8153
Melrose 2,USA,oil,1.0,45.6764,-94.8019
Memphis,USA,oil,8.8,40.4578,-92.181
Meramec,USA,coal,1041.0,38.4017,-90.3358
Merck Rahway Power Plant,USA,gas,20.8,40.6156,-74.2653
Mercy Medical Center,USA,oil,2.1999999999999997,40.6883,-73.6308
Meridian,USA,oil,9.0,32.5508,-88.6067
Merl Parr,USA,gas,36.0,43.0563,-92.6932
Merom,USA,coal,1080.0,39.0694,-87.5108
Merrimack,USA,coal,496.4000000000001,43.1411,-71.4692
Mesquite Generating Station Block 1,USA,gas,691.6,33.345,-112.8642
Mesquite Generating Station Block 2,USA,gas,691.6,33.345,-112.8642
Metcalf Energy Center,USA,gas,635.0,37.2207,-121.7457
Mexico,USA,oil,60.7,39.1481,-91.8306
Miami Fort,USA,coal,1180.8000000000002,39.1128,-84.8036
Michigan City,USA,coal,540.0,41.7208,-86.9086
Michigan Power LP,USA,gas,138.1,43.9375,-86.425
Mickleton Station,USA,gas,71.2,39.8119,-75.249
Micro Santa Clara,USA,gas,2.0,37.3784,-121.9
Mid-Georgia Cogeneration Facility,USA,gas,323.0,32.4856,-83.6039
Mid-Set Cogeneration,USA,gas,39.1,35.1946,-119.571
Middletown,USA,oil,786.4,41.5549,-72.5791
Middletown Coke Company  LLC,USA,gas,67.0,39.4722,-84.4014
Middletown Energy Center,USA,gas,543.9,39.465,-84.3478
Midland Cogeneration Venture,USA,gas,1853.8,43.5861,-84.2242
Midlothian Energy Facility,USA,gas,1734.0,32.4302,-97.0537
Midulla Generating Station,USA,gas,897.0,27.6417,-81.9625
Midway Peaking LLC,USA,gas,139.8,36.6541,-120.5797
Midway Sunset Cogen,USA,gas,234.0,35.2269,-119.6294
Miki Basin,USA,oil,10.4,20.79,-156.9342
Milam Gas Recovery,USA,gas,2.4000000000000004,38.6603,-90.1317
Milan,USA,gas,21.0,41.8944,-76.5828
Miles City GT,USA,gas,23.3,46.4112,-105.7953
Milford,USA,oil,6.5,43.3261,-95.1483
Milford Power LP,USA,gas,249.3,42.1294,-71.5115
Milford Power Project,USA,gas,578.0,41.2244,-73.0997
Mill Creek (KY),USA,coal,1717.1999999999998,38.0525,-85.9103
Mill Creek (SC),USA,gas,799.1999999999999,35.1597,-81.4306
Millcreek Power Generation,USA,gas,80.0,37.1121,-113.5166
Millennium Power,USA,gas,427.5,42.1123,-72.0151
Milton R Young,USA,coal,734.0,47.0659,-101.2131
Minneapolis City of,USA,gas,9.1,39.1194,-97.7086
Minnesota River,USA,gas,49.0,44.7952,-93.581
Mint Farm Generating Station,USA,gas,319.0,46.1388,-122.9855
Mira Loma Peaker,USA,gas,49.8,34.0053,-117.5604
Miramar Energy Facility,USA,gas,106.0,32.8769,-117.1664
Mission College Blvd. Fuel Cell,USA,gas,5.0,37.3863,-121.9624
Mississippi Baptist Medical Center,USA,gas,4.2,32.3133,-90.1797
Mitchell (WV),USA,coal,1632.6,39.8297,-80.8153
Moberly,USA,oil,60.6,39.4244,-92.4837
Mobile,USA,oil,3.1,40.883,-97.6014
Moline,USA,gas,75.60000000000002,41.51,-90.534
MolsonCoors Irwindale Brewery,USA,gas,13.9,34.1217,-117.9383
Mon Valley Works,USA,gas,52.5,40.3925,-79.8564
Mondelez Global LLC,USA,gas,4.7,42.3156,-89.0356
Monroe (MI),USA,coal,3293.0999999999995,41.8906,-83.3464
Monroe (MO),USA,oil,10.4,39.6525,-91.7325
Monroe Community College Plant,USA,gas,5.6,43.1039,-77.6103
Monroe Generating Station,USA,gas,30.0,34.9858,-80.506
Monroe Middle School,USA,oil,1.8,34.9733,-80.54
Mont Belvieu Cogeneration Unit,USA,gas,15.0,29.8381,-94.9007
Montana Power Station,USA,gas,527.2,31.8239,-106.2119
Montclair State University Cogen,USA,gas,11.8,40.8652,-74.1967
Montefieor Medical Center Moses Division,USA,gas,18.0,40.8814,-73.8803
Montefiore - Westchester Square,USA,oil,1.0,40.8406,-73.8484
Montefiore Mount Vernon Hospital,USA,oil,1.1,40.9028,-73.8687
Montefiore Nyack Hospital,USA,oil,1.1,41.091,-73.9182
Montefiore Weiler (Einstein) Hospital,USA,oil,1.5,40.8804,-73.8791
Montefiore-New Rochelle,USA,oil,1.4,40.9126,-73.7878
Monterey Diesel Generation Facility,USA,oil,5.999999999999999,38.4214,-79.5914
Montezuma,USA,oil,9.8,41.586,-92.5228
Montpelier,USA,oil,10.8,41.5855,-84.5794
Montpelier Electric Generating Station,USA,gas,236.0,40.6206,-85.3057
Montville Station,USA,oil,495.2999999999999,41.4281,-72.1019
Monument,USA,oil,13.5,39.7667,-84.1739
Mooreland,USA,gas,305.0,36.4372,-99.2254
Moose Lake,USA,oil,10.2,46.4541,-92.7606
Mooseheart Power House,USA,gas,1.8,41.8244,-88.3331
Mora,USA,oil,13.8,45.8771,-93.2951
Moreau,USA,oil,60.8,38.5557,-92.1023
Morgan Creek,USA,gas,536.4,32.3358,-100.9156
Morgan Energy Center,USA,gas,900.0,34.6397,-87.0639
Morganton  Parker Road,USA,oil,1.8,35.7208,-81.6624
Morganton Station 5,USA,oil,1.8,35.729,-81.7481
Morgantown Energy Facility,USA,coal,68.9,39.6397,-79.9606
Morgantown Generating Plant,USA,coal,1548.0,38.3592,-76.9767
Morris Cogeneration LLC,USA,gas,212.5,41.4119,-88.3328
Morton Salt Rittman,USA,gas,2.5,40.9692,-81.7756
Moselle,USA,gas,510.5,31.528,-89.3004
Moser Generating Station,USA,oil,63.599999999999994,40.2352,-75.6193
Motiva Enterprises Port Arthur Refinery,USA,gas,276.8,29.8885,-93.951
Mount Clinton,USA,oil,24.0,38.4681,-78.865
Mount Joy Wire,USA,gas,1.1,40.1085,-76.4767
Mount Sinai - Brooklyn,USA,oil,1.5000000000000002,40.6187,-73.943
Mount Sinai Beth Israel,USA,oil,3.8,40.7327,-73.9816
Mount Sinai Hospital,USA,oil,18.700000000000003,40.79,-73.9537
Mount Sinai South Nassau,USA,oil,2.9000000000000004,40.6516,-73.6299
Mountain,USA,oil,54.0,40.1228,-77.1716
Mountain Creek,USA,gas,852.2,32.7231,-96.9358
Mountain Home Energy Center,USA,oil,6.8,36.3096,-82.3775
Mountain Lake,USA,oil,9.2,43.9405,-94.9434
Mountain Village,USA,oil,2.3,62.0856,-163.7291
Mountaineer,USA,coal,1300.0,38.9794,-81.9344
Mountainview Generating Station,USA,gas,1036.8,34.0818,-117.2418
Moxie Freedom Generation Plant,USA,gas,1058.0,41.1131,-76.1581
Mt Pleasant,USA,oil,24.0,40.9718,-91.5512
Mt Storm,USA,coal,1680.9,39.2008,-79.2636
Mt.Sinai-St.Lukes Roosevelt Hosp. Center,USA,oil,6.6,40.9288,-73.898
Mulberry Cogeneration Facility,USA,gas,125.3,27.8489,-81.8775
Mulvane 2,USA,oil,9.2,37.4908,-97.2216
Municipal Cogen Plant,USA,gas,1.2,33.8247,-116.5106
Municipal Light,USA,oil,7.200000000000001,36.3858,-90.1867
Municipal Power Plant,USA,gas,2.0,42.8129,-86.0335
Murphy-Brown LLC,USA,oil,2.4,34.9944,-78.1583
Murray Turbine,USA,gas,42.0,40.67,-111.89
Muscatine Plant #1,USA,coal,293.5,41.3917,-91.0569
Museum of Science and Industry,USA,gas,1.7,41.7906,-87.5828
Muskogee,USA,gas,1716.0,35.7614,-95.2873
Muskogee Mill,USA,gas,114.0,35.7322,-95.2939
Mustang,USA,gas,464.5,35.4699,-97.675
Mustang Station,USA,gas,521.0,32.9728,-102.7417
Mustang Station Unit 4,USA,gas,510.0,32.9746,-102.7436
Myrtle Beach,USA,oil,111.5,33.7083,-78.9241
Mystic Generating Station,USA,gas,2375.6,42.3908,-71.0675
NAEA Lakewood LLC,USA,gas,236.8,40.0613,-74.1686
NAEA Ocean Peaking Power LLC,USA,gas,383.0,40.0633,-74.1672
NAFTA Region Olefins Complex Cogen Fac,USA,gas,83.2,29.9543,-93.8836
NASA Johnson Space Center CHP,USA,gas,11.2,29.5624,-95.0893
NCAH Central Utility Plant,USA,oil,14.9,42.0461,-93.5794
NCSU CCUP Cogeneration Plant,USA,gas,6.6,35.7756,-78.6737
NCSU Cates Cogeneration Plant,USA,gas,11.2,35.784,-78.6747
NECCO Co-Generation,USA,gas,5.8,42.4137,-71.0022
NHH003 Clarkson Fuel Cell,USA,gas,1.1,40.6565,-73.9428
NHH004 Winthrop Fuel Cell,USA,gas,1.0,40.6568,-73.9467
NIH Cogeneration Facility,USA,gas,28.0,39.0,-77.0939
NRG Chalk Point CT,USA,gas,94.0,38.5444,-76.6861
NRG Energy San Diego,USA,gas,1.6,32.7149,-117.1689
NRG Rockford I,USA,gas,316.0,42.2386,-89.1012
NRG Rockford II Energy Center,USA,gas,168.0,42.2383,-89.1011
NRG Sterlington Power,USA,gas,208.5,32.6889,-92.0811
NSB Anaktuvuk Pass,USA,oil,2.6999999999999997,68.138,-151.741
NSB Atqasuk Utility,USA,oil,3.2,70.4826,-157.4252
NSB Kaktovik Utility,USA,oil,2.6,70.1256,-143.619
NSB Nuiqsut Utility,USA,oil,4.4,70.2206,-150.9935
NSB Point Hope Utility,USA,oil,3.1,68.3484,-166.7372
NSB Point Lay Utility,USA,oil,2.4,69.7408,-163.0058
NSB Wainwright Utility,USA,oil,3.0,70.6429,-160.0205
NY - Presbyt. Hospital - 525 E 68TH St,USA,oil,22.899999999999995,40.7644,-73.9539
NY Times Daily Production Facility,USA,oil,12.0,40.7754,-73.8309
NYC-HH - CONEY ISLAND HOSPITAL,USA,oil,2.8,40.5855,-73.9656
NYC-HH-New Bellevue Hospital,USA,oil,6.000000000000001,40.7396,-73.9761
NYP-Hudson Valley Hospital Center,USA,oil,2.9,41.2867,-73.8888
NYP-Lower Manhattan Hospital,USA,oil,1.5,40.7103,-74.005
NYPH - Lawrence,USA,oil,1.0,40.9423,-73.8369
NYPH-Queens,USA,oil,4.5,40.7504,-73.8257
NYU LANGONE HEALTH,USA,oil,26.499999999999996,40.7468,-73.9722
NYU Langone - Orthopedic,USA,oil,1.6,40.734,-73.9828
NYU Luthern Medical Center,USA,oil,4.6,40.6467,-74.0211
Naknek,USA,oil,16.500000000000004,58.7304,-157.0072
Nalco,USA,gas,4.7,41.8009,-88.1972
Nantucket Hybrid,USA,oil,22.4,41.2583,-70.0517
Napoleon Peaking,USA,oil,5.4,41.4079,-84.1095
Napoleon Peaking Station,USA,gas,49.5,41.4079,-84.1095
Narrows Gas Turbines Generating,USA,gas,352.0,40.6486,-74.0208
Nassau Energy Corp,USA,gas,55.0,40.7264,-73.5892
Naughton,USA,coal,832.0,41.7581,-110.5983
Naval Hospital Medical Center,USA,gas,5.3,32.7261,-117.1464
Naval Submarine Base Kings Bay,USA,oil,30.0,30.7917,-81.5333
Navy Yard Peaker Station,USA,gas,8.0,39.8902,-75.1855
Nearman Creek,USA,coal,355.0,39.1681,-94.6975
Nebo Power Station,USA,gas,140.0,40.0614,-111.7294
Nebraska City,USA,coal,1389.6,40.6214,-95.7764
Nebraska City # 1,USA,gas,26.1,40.6806,-95.8475
Nebraska City # 2,USA,gas,13.5,40.6661,-95.8683
Neenah Paper Munising Mill,USA,coal,6.2,46.4094,-86.6443
Neil Simpson Gas Turbine #2,USA,gas,40.0,44.285,-105.3786
Neil Simpson II,USA,coal,130.0,44.2856,-105.3833
Nelson Energy Center,USA,gas,627.5,41.7744,-89.6072
Nevada,USA,oil,22.0,37.8503,-94.3444
Nevada Cogen Assoc#1 GarnetVly,USA,gas,94.8,36.3432,-114.9207
Nevada Cogen Associates 2 Black Mountain,USA,gas,96.3,36.2253,-114.8783
New Castle Plant,USA,gas,354.4,40.9379,-80.369
New Covert Generating Facility,USA,gas,1176.0,42.3224,-86.2937
New Hampton,USA,gas,26.5,43.0689,-92.3201
New Haven Harbor,USA,gas,641.5,41.284,-72.9043
New Knoxville,USA,oil,1.1,40.4994,-84.3092
New Lisbon,USA,oil,8.3,43.8797,-90.1645
New Madrid,USA,coal,1300.0,36.5147,-89.5617
New Mexico State University,USA,gas,4.7,32.1648,-106.4513
New Prague,USA,gas,16.9,44.5431,-93.5731
New Roads,USA,gas,9.4,30.7261,-91.3683
